transcript_id	gene_id	biotype	chrom	tss	strand	n_reads	n_lacuna	mean_frac_prot	frac_lacuna	p_value	p_global	log2_or	q_value
NM_001377368.1	NKIRAS1	mRNA	chr3	23916989	-	33	18	0.6815	0.5454545454545454	1.1112778469128818e-09	0.1100003977355588	2.3099502262955847	4.732228540698919e-06
NM_001377367.1	NKIRAS1	mRNA	chr3	23916989	-	33	18	0.6815	0.5454545454545454	1.1112778469128818e-09	0.1100003977355588	2.3099502262955847	4.732228540698919e-06
NM_001377359.1	NKIRAS1	mRNA	chr3	23916989	-	33	18	0.6815	0.5454545454545454	1.1112778469128818e-09	0.1100003977355588	2.3099502262955847	4.732228540698919e-06
NM_001377360.1	NKIRAS1	mRNA	chr3	23916989	-	33	18	0.6815	0.5454545454545454	1.1112778469128818e-09	0.1100003977355588	2.3099502262955847	4.732228540698919e-06
XM_047447999.1	NKIRAS1	mRNA	chr3	23916725	-	33	17	0.7020606	0.5151515151515151	1.0251082676467946e-08	0.1100003977355588	2.2274880662591965	4.092456446879552e-05
XM_024453460.2	NKIRAS1	mRNA	chr3	23916704	-	33	17	0.7033333	0.5151515151515151	1.0251082676467946e-08	0.1100003977355588	2.2274880662591965	4.092456446879552e-05
XM_011510890.4	TMEFF2	mRNA	chr2	192194932	-	42	19	0.64530957	0.4523809523809524	2.1782806664731755e-08	0.1100003977355588	2.0400294354207253	7.323092984805649e-05
XM_017003739.3	TMEFF2	mRNA	chr2	192194932	-	42	19	0.64530957	0.4523809523809524	2.1782806664731755e-08	0.1100003977355588	2.0400294354207253	7.323092984805649e-05
NM_016192.4	TMEFF2	mRNA	chr2	192194932	-	42	19	0.64530957	0.4523809523809524	2.1782806664731755e-08	0.1100003977355588	2.0400294354207253	7.323092984805649e-05
NM_001305145.1	TMEFF2	mRNA	chr2	192194932	-	42	19	0.64530957	0.4523809523809524	2.1782806664731755e-08	0.1100003977355588	2.0400294354207253	7.323092984805649e-05
NM_001305134.2	TMEFF2	mRNA	chr2	192194932	-	42	19	0.64530957	0.4523809523809524	2.1782806664731755e-08	0.1100003977355588	2.0400294354207253	7.323092984805649e-05
XM_017003740.3	TMEFF2	mRNA	chr2	192194932	-	42	19	0.64530957	0.4523809523809524	2.1782806664731755e-08	0.1100003977355588	2.0400294354207253	7.323092984805649e-05
NM_024665.7	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
XM_011513142.3	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
XM_047448949.1	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
XM_047448941.1	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
XM_047448942.1	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
NM_001374327.1	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
NM_001321194.3	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
NM_001374330.1	TBL1XR1	mRNA	chr3	177197481	-	39	18	0.6881026	0.46153846153846156	3.467255539437478e-08	0.1100003977355588	2.0689421272726882	9.309824210422399e-05
NM_020981.4	B3GALT1	mRNA	chr2	167293000	+	43	19	0.70730233	0.4418604651162791	3.497988760168415e-08	0.1100003977355588	2.0060821035733194	9.309824210422399e-05
XM_011512085.3	B3GALT1	mRNA	chr2	167293000	+	43	19	0.70730233	0.4418604651162791	3.497988760168415e-08	0.1100003977355588	2.0060821035733194	9.309824210422399e-05
NM_001329570.2	NIPSNAP3A	mRNA	chr9	104747682	+	49	20	0.76987755	0.40816326530612246	7.790087058089792e-08	0.1100003977355588	1.8916375958735419	0.00019513557093294687
XM_047449112.1	CBLB	mRNA	chr3	105868552	-	49	20	0.77569383	0.40816326530612246	7.790087058089792e-08	0.1100003977355588	1.8916375958735419	0.00019513557093294687
NM_015469.3	NIPSNAP3A	mRNA	chr9	104747682	+	49	20	0.76987755	0.40816326530612246	7.790087058089792e-08	0.1100003977355588	1.8916375958735419	0.00019513557093294687
XM_005251282.5	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
XM_047422085.1	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
NM_152837.3	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
XM_047422086.1	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
NM_022133.4	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
NM_001348189.2	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
XM_047422087.1	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
NM_152836.3	SNX16	mRNA	chr8	81842184	-	30	15	0.8239833	0.5	1.273623951827817e-07	0.1100003977355588	2.184419344452175	0.0002757741245253482
NM_032869.4	NUDCD1	mRNA	chr8	109334086	-	42	18	0.73975	0.42857142857142855	1.4175583593211839e-07	0.1100003977355588	1.9620269235966254	0.0002762169892204932
XM_011529804.4	PAXBP1	mRNA	chr21	32771754	-	34	16	0.84400004	0.47058823529411764	1.4270198502205502e-07	0.1100003977355588	2.0969565033821724	0.0002762169892204932
XM_047441052.1	PAXBP1	mRNA	chr21	32771754	-	34	16	0.84400004	0.47058823529411764	1.4270198502205502e-07	0.1100003977355588	2.0969565033821724	0.0002762169892204932
NM_013329.4	PAXBP1	mRNA	chr21	32771754	-	34	16	0.84400004	0.47058823529411764	1.4270198502205502e-07	0.1100003977355588	2.0969565033821724	0.0002762169892204932
NM_016631.4	PAXBP1	mRNA	chr21	32771754	-	34	16	0.84400004	0.47058823529411764	1.4270198502205502e-07	0.1100003977355588	2.0969565033821724	0.0002762169892204932
XM_047441051.1	PAXBP1	mRNA	chr21	32771754	-	34	16	0.84400004	0.47058823529411764	1.4270198502205502e-07	0.1100003977355588	2.0969565033821724	0.0002762169892204932
XM_006724066.3	PAXBP1	mRNA	chr21	32771754	-	34	16	0.84400004	0.47058823529411764	1.4270198502205502e-07	0.1100003977355588	2.0969565033821724	0.0002762169892204932
XM_047420213.1	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
XM_047420212.1	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
NM_014510.3	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
XM_047420210.1	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
NM_033026.6	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
XM_017012006.3	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
XM_047420211.1	PCLO	mRNA	chr7	83162883	-	39	17	0.73479486	0.4358974358974359	2.3329493859647611e-07	0.1100003977355588	1.986479967264588	0.0004082693383649099
NM_001321789.1	CBLB	mRNA	chr3	105868318	-	48	19	0.7751667	0.3958333333333333	2.919239346770103e-07	0.1100003977355588	1.8473843579339173	0.0005039672240394965
NM_001375932.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_011511333.2	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_011511335.3	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375933.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_011511329.2	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375935.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_016315.4	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444703.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375948.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375945.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375951.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444715.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444704.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375936.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375940.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375937.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375941.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375950.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375944.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375934.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375953.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375952.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_006712589.4	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375930.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375928.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375929.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001375927.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_017004307.2	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001350912.2	PYROXD1	mRNA	chr12	21437914	+	45	18	0.8136222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001252669.2	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_006712582.2	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444697.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444714.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444712.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_001252668.2	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
XM_047444699.1	GULP1	mRNA	chr2	188291873	+	45	18	0.7403222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_022726.4	ELOVL4	mRNA	chr6	79947552	-	59	21	0.77543217	0.3559322033898305	5.800778841370523e-07	0.1100003977355588	1.69409371903699	0.0006636150599746976
NM_033515.3	ARHGAP18	mRNA	chr6	129710176	-	29	14	0.73027587	0.4827586206896552	5.838063236468826e-07	0.1100003977355588	2.1337932714852568	0.0006636150599746976
NM_001256504.2	CADM2	mRNA	chr3	85504615	+	33	15	0.729	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001253379.2	RPL15	mRNA	chr3	23916544	+	33	15	0.7098788	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001253384.2	RPL15	mRNA	chr3	23916544	+	33	15	0.7098788	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001256502.2	CADM2	mRNA	chr3	85504615	+	33	15	0.729	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001256503.2	CADM2	mRNA	chr3	85504615	+	33	15	0.729	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001256505.2	CADM2	mRNA	chr3	85504615	+	33	15	0.729	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001204306.1	GC	mRNA	chr4	71805519	-	50	19	0.73495	0.38	6.181571348716567e-07	0.1100003977355588	1.7884906690322115	0.0006636150599746976
NM_024694.4	ADGB	mRNA	chr6	146598971	+	46	18	0.79195654	0.391304347826087	7.306714971450913e-07	0.1100003977355588	1.8307823906389717	0.0007778667869315214
XM_047425035.1	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
NM_015608.3	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
XM_047425040.1	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
XM_047425039.1	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
NM_001202438.2	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
XM_047425036.1	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
XM_047425037.1	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
NM_147183.3	KCNIP4	mRNA	chr4	21303905	-	43	17	0.7812093	0.3953488372093023	1.2473531333248668e-06	0.1100003977355588	1.845617431764196	0.0012449266416826958
XM_011513615.2	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_011513616.3	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_047449510.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_017010318.3	NKAIN2	mRNA	chr6	123803864	+	39	16	0.728	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_006095.2	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001300737.2	NKAIN2	mRNA	chr6	123803864	+	39	16	0.728	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_047449508.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_047449511.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001300738.2	NKAIN2	mRNA	chr6	123803864	+	39	16	0.728	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001400026.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001400027.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001400025.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_153355.5	NKAIN2	mRNA	chr6	123803864	+	39	16	0.728	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001400024.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001105529.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001040214.3	NKAIN2	mRNA	chr6	123803864	+	39	16	0.728	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_047449113.1	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
XM_047449114.1	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
NM_001282136.3	MEI4	mRNA	chr6	77650273	+	48	18	0.77272916	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
XM_017007400.2	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
XM_017007396.2	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
XM_011513259.4	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
NM_001321786.1	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
XM_017007397.2	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
NM_001037317.2	PLPPR5	mRNA	chr1	99004860	-	44	17	0.7519545	0.38636363636363635	1.823816306774285e-06	0.1100003977355588	1.8124505679138612	0.0015129503701735176
NM_001010861.3	PLPPR5	mRNA	chr1	99004860	-	44	17	0.7519545	0.38636363636363635	1.823816306774285e-06	0.1100003977355588	1.8124505679138612	0.0015129503701735176
XM_047437906.1	LOC124904228	mRNA	chr1	98045502	-	49	18	0.77409184	0.3673469387755102	2.1609679673385325e-06	0.1100003977355588	1.7396345028212257	0.0017810697986804186
unassigned_transcript_4806	ATP6	mRNA	chrM	8526	+	84	25	0.62425	0.2976190476190476	2.3783114979691055e-06	0.1100003977355588	1.4359581134102046	0.0019476389242118666
NM_207299.2	PLPPR1	mRNA	chr9	101028726	+	36	15	0.72445834	0.4166666666666667	2.393746842619093e-06	0.1100003977355588	1.9213849391954592	0.0019477933305186734
XM_047449166.1	SLC44A5	mRNA	chr1	75616162	-	45	17	0.70346665	0.37777777777777777	2.6300408704872693e-06	0.1100003977355588	1.7800290903063483	0.0020740145138618466
XM_017000607.2	SLC44A5	mRNA	chr1	75616162	-	45	17	0.70346665	0.37777777777777777	2.6300408704872693e-06	0.1100003977355588	1.7800290903063483	0.0020740145138618466
NM_001394064.1	SLC44A5	mRNA	chr1	75616162	-	45	17	0.70346665	0.37777777777777777	2.6300408704872693e-06	0.1100003977355588	1.7800290903063483	0.0020740145138618466
