transcript_id	gene_id	biotype	chrom	tss	strand	n_reads	n_lacuna	mean_frac_prot	frac_lacuna	p_value	p_global	log2_or	q_value
NM_001350912.2	PYROXD1	mRNA	chr12	21437914	+	45	18	0.8136222	0.4	4.959170253646652e-07	0.1100003977355588	1.8624912502861601	0.0005759445082487394
NM_022726.4	ELOVL4	mRNA	chr6	79947552	-	59	21	0.77543217	0.3559322033898305	5.800778841370523e-07	0.1100003977355588	1.69409371903699	0.0006636150599746976
NM_033515.3	ARHGAP18	mRNA	chr6	129710176	-	29	14	0.73027587	0.4827586206896552	5.838063236468826e-07	0.1100003977355588	2.1337932714852568	0.0006636150599746976
NM_001253384.2	RPL15	mRNA	chr3	23916544	+	33	15	0.7098788	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001256504.2	CADM2	mRNA	chr3	85504615	+	33	15	0.729	0.45454545454545453	6.160333964371981e-07	0.1100003977355588	2.046915820990779	0.0006636150599746976
NM_001204306.1	GC	mRNA	chr4	71805519	-	50	19	0.73495	0.38	6.181571348716567e-07	0.1100003977355588	1.7884906690322115	0.0006636150599746976
NM_024694.4	ADGB	mRNA	chr6	146598971	+	46	18	0.79195654	0.391304347826087	7.306714971450913e-07	0.1100003977355588	1.8307823906389717	0.0007778667869315214
NM_001202438.2	EDRF1	mRNA	chr10	125719708	+	38	16	0.7560526	0.42105263157894735	9.337948101412438e-07	0.1100003977355588	1.9364918315496	0.000939316699136646
NM_147183.3	KCNIP4	mRNA	chr4	21303905	-	43	17	0.7812093	0.3953488372093023	1.2473531333248668e-06	0.1100003977355588	1.845617431764196	0.0012449266416826958
NM_001040214.3	NKAIN2	mRNA	chr6	123803864	+	39	16	0.728	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
NM_001105529.1	ATP8A1	mRNA	chr4	42657104	-	39	16	0.6742564	0.41025641025641024	1.4210990686071677e-06	0.1100003977355588	1.8990171262211055	0.0012607418549557936
XM_047449113.1	CBLB	mRNA	chr3	105868380	-	48	18	0.77303123	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
NM_001282136.3	MEI4	mRNA	chr6	77650273	+	48	18	0.77272916	0.375	1.5241734845382938e-06	0.1100003977355588	1.7693818461351278	0.0012810176764687603
NM_001037317.2	PLPPR5	mRNA	chr1	99004860	-	44	17	0.7519545	0.38636363636363635	1.823816306774285e-06	0.1100003977355588	1.8124505679138612	0.0015129503701735176
XM_047437906.1	LOC124904228	mRNA	chr1	98045502	-	49	18	0.77409184	0.3673469387755102	2.1609679673385325e-06	0.1100003977355588	1.7396345028212257	0.0017810697986804186
unassigned_transcript_4806	ATP6	mRNA	chrM	8526	+	84	25	0.62425	0.2976190476190476	2.3783114979691055e-06	0.1100003977355588	1.4359581134102046	0.0019476389242118666
NM_207299.2	PLPPR1	mRNA	chr9	101028726	+	36	15	0.72445834	0.4166666666666667	2.393746842619093e-06	0.1100003977355588	1.9213849391954592	0.0019477933305186734
XM_047449166.1	SLC44A5	mRNA	chr1	75616162	-	45	17	0.70346665	0.37777777777777777	2.6300408704872693e-06	0.1100003977355588	1.7800290903063483	0.0020740145138618466
NM_030816.5	ANKRD13C	mRNA	chr1	70354721	-	50	18	0.74271005	0.36	3.0287990606011517e-06	0.1100003977355588	1.7104881572418587	0.002125472476928455
NM_001071775.3	MZT1	mRNA	chr13	72727628	-	50	18	0.79832	0.36	3.0287990606011517e-06	0.1100003977355588	1.7104881572418587	0.002125472476928455
NM_018569.6	AP1AR	mRNA	chr4	112231786	+	41	16	0.75689024	0.3902439024390244	3.1294452686085423e-06	0.1100003977355588	1.8268673406456073	0.002125472476928455
NM_001256092.2	ATF2	mRNA	chr2	175168202	-	55	19	0.75481814	0.34545454545454546	3.3068493994012374e-06	0.1100003977355588	1.6509871456619334	0.002125472476928455
XM_017001923.2	MIER1	mRNA	chr1	66924989	+	60	20	0.77823335	0.3333333333333333	3.4658995648265494e-06	0.1100003977355588	1.5994568451737137	0.002125472476928455
XM_047417253.1	PAM	mRNA	chr5	102754782	+	46	17	0.77970654	0.3695652173913043	3.743464296239578e-06	0.1100003977355588	1.7483202306638745	0.002125472476928455
XM_017008359.3	UBA6	mRNA	chr4	67701154	-	46	17	0.766663	0.3695652173913043	3.743464296239578e-06	0.1100003977355588	1.7483202306638745	0.002125472476928455
XM_011510926.3	GCA	mRNA	chr2	162344367	+	51	18	0.8080196	0.35294117647058826	4.199055617929101e-06	0.1100003977355588	1.6819190051252377	0.002322223178554375
NM_003566.4	EEA1	mRNA	chr12	92929294	-	51	18	0.7532059	0.35294117647058826	4.199055617929101e-06	0.1100003977355588	1.6819190051252377	0.002322223178554375
NM_001413301.1	RALYL	mRNA	chr8	84182786	+	42	16	0.77757144	0.38095238095238093	4.5379344029958095e-06	0.1100003977355588	1.7921019225750991	0.0024564646521911763
XM_011512689.3	ZBTB11	mRNA	chr3	101676158	-	42	16	0.7209762	0.38095238095238093	4.5379344029958095e-06	0.1100003977355588	1.7921019225750991	0.0024564646521911763
NM_024687.4	ZBBX	mRNA	chr3	167380296	-	38	15	0.796921	0.39473684210526316	5.363817505490089e-06	0.1100003977355588	1.8433824273865453	0.002785500203836847
NM_001190979.3	YAF2	mRNA	chr12	42238247	-	38	15	0.7389737	0.39473684210526316	5.363817505490089e-06	0.1100003977355588	1.8433824273865453	0.002785500203836847
NM_001172897.2	CAV1	mRNA	chr7	116526361	+	34	14	0.72460294	0.4117647058823529	6.129530797776199e-06	0.1100003977355588	1.9043114258777376	0.0031574745522044644
NM_001321791.2	CBLB	mRNA	chr3	105869011	-	53	18	0.7768302	0.33962264150943394	7.827142637017437e-06	0.1100003977355588	1.6264238926938335	0.003636091996442235
XM_017017182.3	FAT3	mRNA	chr11	92224817	+	53	18	0.764717	0.33962264150943394	7.827142637017437e-06	0.1100003977355588	1.6264238926938335	0.003636091996442235
NM_058170.4	OLFM3	mRNA	chr1	101996925	-	58	19	0.8027155	0.3275862068965517	8.05459652947427e-06	0.1100003977355588	1.5743658642868148	0.0037147392102413984
NM_001375803.1	ZNF639	mRNA	chr3	179323030	+	35	14	0.7317	0.4	9.17915282840062e-06	0.1100003977355588	1.8624912502861601	0.004158318982202155
XM_047444700.1	GULP1	mRNA	chr2	188294199	+	49	17	0.85289794	0.3469387755102041	1.0050313016334498e-05	0.1100003977355588	1.6571723428602723	0.004354880194686864
NM_001355224.2	CCDC30	mRNA	chr1	42463285	+	54	18	0.8654537	0.3333333333333333	1.0533906988721331e-05	0.1100003977355588	1.5994568451737137	0.004354880194686864
NM_001354305.2	RALYL	mRNA	chr8	84183273	+	40	15	0.76420003	0.375	1.1249308923191719e-05	0.1100003977355588	1.7693818461351278	0.004354880194686864
XM_011540838.4	PLPPR5	mRNA	chr1	99005785	-	40	15	0.78927505	0.375	1.1249308923191719e-05	0.1100003977355588	1.7693818461351278	0.004354880194686864
XM_011511369.4	INO80D	mRNA	chr2	206085439	-	40	15	0.7806625	0.375	1.1249308923191719e-05	0.1100003977355588	1.7693818461351278	0.004354880194686864
XM_011544549.4	ZDHHC2	mRNA	chr8	17156481	+	45	16	0.7777445	0.35555555555555557	1.2752035414806857e-05	0.1100003977355588	1.69256624929469	0.004823290729787617
NM_001378106.1	WDR17	mRNA	chr4	176065840	+	36	14	0.6938055	0.3888888888888889	1.349713845571614e-05	0.1100003977355588	1.821849265891864	0.004823290729787617
XM_011531718.4	TMEM192	mRNA	chr4	165112859	-	36	14	0.7152083	0.3888888888888889	1.349713845571614e-05	0.1100003977355588	1.821849265891864	0.004823290729787617
NM_001414417.1	SCHIP1	mRNA	chr3	159764091	+	50	17	0.71883005	0.34	1.3667456569288046e-05	0.1100003977355588	1.6280259972856204	0.004823290729787617
XM_011532556.3	CTNNA2	mRNA	chr2	79513050	+	50	17	0.77017	0.34	1.3667456569288046e-05	0.1100003977355588	1.6280259972856204	0.004823290729787617
XM_047426522.1	ANO5	mRNA	chr11	22192472	+	50	17	0.73299	0.34	1.3667456569288046e-05	0.1100003977355588	1.6280259972856204	0.004823290729787617
NM_001413053.1	ATP2B1	mRNA	chr12	89709365	-	32	13	0.6702656	0.40625	1.56736689535462e-05	0.1100003977355588	1.8848590632591262	0.005192767130736176
NM_001376470.1	EPHA7	mRNA	chr6	93417159	-	32	13	0.80270314	0.40625	1.56736689535462e-05	0.1100003977355588	1.8848590632591262	0.005192767130736176
NM_002129.4	HMGB2	mRNA	chr4	173334357	-	32	13	0.74464065	0.40625	1.56736689535462e-05	0.1100003977355588	1.8848590632591262	0.005192767130736176
XM_006712555.5	ORC2	mRNA	chr2	200963504	-	41	15	0.76662195	0.36585365853658536	1.59338456469897e-05	0.1100003977355588	1.7337579365005862	0.005192767130736176
XM_017009944.2	ATG10	mRNA	chr5	81972022	+	41	15	0.8602561	0.36585365853658536	1.59338456469897e-05	0.1100003977355588	1.7337579365005862	0.005192767130736176
XM_011511253.4	ORC2	mRNA	chr2	200963340	-	41	15	0.77312195	0.36585365853658536	1.59338456469897e-05	0.1100003977355588	1.7337579365005862	0.005192767130736176
XM_047429554.1	PYROXD1	mRNA	chr12	21437654	+	46	16	0.81283695	0.34782608695652173	1.755660667804273e-05	0.1100003977355588	1.6608573896575203	0.005649556825507901
XM_017021705.1	BRMS1L	mRNA	chr14	35826874	+	46	16	0.81527174	0.34782608695652173	1.755660667804273e-05	0.1100003977355588	1.6608573896575203	0.005649556825507901
NM_024808.5	BORA	mRNA	chr13	72727922	+	51	17	0.8002941	0.3333333333333333	1.8401657044967525e-05	0.1100003977355588	1.5994568451737137	0.00571916944336578
NM_003664.5	AP3B1	mRNA	chr5	78294697	-	51	17	0.7685196	0.3333333333333333	1.8401657044967525e-05	0.1100003977355588	1.5994568451737137	0.00571916944336578
XM_047444329.1	FSIP2	mRNA	chr2	185738803	+	51	17	0.77742153	0.3333333333333333	1.8401657044967525e-05	0.1100003977355588	1.5994568451737137	0.00571916944336578
XM_005267229.5	AKAP7	mRNA	chr6	131135869	+	51	17	0.8098922	0.3333333333333333	1.8401657044967525e-05	0.1100003977355588	1.5994568451737137	0.00571916944336578
XM_047420361.1	LAMC2	mRNA	chr1	183186263	+	56	18	0.85637504	0.32142857142857145	1.8578761176012703e-05	0.1100003977355588	1.546989425439878	0.00571916944336578
XM_017011843.2	ELAPOR2	mRNA	chr7	87059653	-	37	14	0.79066217	0.3783783783783784	1.9512277484942137e-05	0.1100003977355588	1.7823209018082762	0.005906902751134699
XM_017006553.2	ZNF639	mRNA	chr3	179323345	+	37	14	0.7766892	0.3783783783783784	1.9512277484942137e-05	0.1100003977355588	1.7823209018082762	0.005906902751134699
NM_001361665.2	FGF2	mRNA	chr4	122826830	+	37	14	0.76782435	0.3783783783783784	1.9512277484942137e-05	0.1100003977355588	1.7823209018082762	0.005906902751134699
unassigned_transcript_4805	ATP8	mRNA	chrM	8365	+	83	23	0.6404337	0.27710843373493976	2.162706279260025e-05	0.1100003977355588	1.3329418714831205	0.006531628602405377
NM_006190.5	ORC2	mRNA	chr2	200963659	-	42	15	0.76621425	0.35714285714285715	2.2264907449208528e-05	0.1100003977355588	1.6989925184360892	0.006568970419269836
NM_001278461.2	COBLL1	mRNA	chr2	164841431	-	42	15	0.75233334	0.35714285714285715	2.2264907449208528e-05	0.1100003977355588	1.6989925184360892	0.006568970419269836
NM_001410866.1	CBX3	mRNA	chr7	26201744	+	42	15	0.8249881	0.35714285714285715	2.2264907449208528e-05	0.1100003977355588	1.6989925184360892	0.006568970419269836
NM_001025616.3	ARHGAP24	mRNA	chr4	85475149	+	42	15	0.8515714	0.35714285714285715	2.2264907449208528e-05	0.1100003977355588	1.6989925184360892	0.006568970419269836
unassigned_transcript_4803	COX2	mRNA	chrM	7585	+	89	24	0.5696966	0.2696629213483146	2.377492275565028e-05	0.1100003977355588	1.2936484166715374	0.006841437629442354
NM_020455.6	ADGRG6	mRNA	chr6	142302006	+	47	16	0.8382553	0.3404255319148936	2.390173763330822e-05	0.1100003977355588	1.6298304941270643	0.006841437629442354
NM_001243076.3	E2F3	mRNA	chr6	20403613	+	47	16	0.73547876	0.3404255319148936	2.390173763330822e-05	0.1100003977355588	1.6298304941270643	0.006841437629442354
XM_017001920.2	MIER1	mRNA	chr1	66925485	+	57	18	0.78326315	0.3157894736842105	2.4366573423270825e-05	0.1100003977355588	1.5214543334128898	0.006841437629442354
NM_001287819.3	KCNT2	mRNA	chr1	196608439	-	57	18	0.76077193	0.3157894736842105	2.4366573423270825e-05	0.1100003977355588	1.5214543334128898	0.006841437629442354
NM_001286781.2	ANTXR2	mRNA	chr4	80073228	-	52	17	0.75925	0.3269230769230769	2.4541236003828602e-05	0.1100003977355588	1.5714424690889817	0.0068453437570417195
NM_001375802.1	ZNF639	mRNA	chr3	179323452	+	38	14	0.76350003	0.3684210526315789	2.7765545806289192e-05	0.1100003977355588	1.74384675409669	0.007328669922105889
XM_011513148.3	ZBBX	mRNA	chr3	167380404	-	38	14	0.8034868	0.3684210526315789	2.7765545806289192e-05	0.1100003977355588	1.74384675409669	0.007328669922105889
NM_000909.6	NPY1R	mRNA	chr4	163332595	-	38	14	0.8063816	0.3684210526315789	2.7765545806289192e-05	0.1100003977355588	1.74384675409669	0.007328669922105889
NM_001365675.2	COBLL1	mRNA	chr2	164841822	-	38	14	0.76338154	0.3684210526315789	2.7765545806289192e-05	0.1100003977355588	1.74384675409669	0.007328669922105889
NM_020802.4	CEP126	mRNA	chr11	101915009	+	38	14	0.7152632	0.3684210526315789	2.7765545806289192e-05	0.1100003977355588	1.74384675409669	0.007328669922105889
NM_005604.4	POU3F2	mRNA	chr6	98834573	+	38	14	0.74064475	0.3684210526315789	2.7765545806289192e-05	0.1100003977355588	1.74384675409669	0.007328669922105889
NM_001193557.2	ENY2	mRNA	chr8	109334346	+	43	15	0.7629302	0.3488372093023256	3.071687117803809e-05	0.1100003977355588	1.6650451866089313	0.007940294300398328
XM_047449415.1	LOC124906262	mRNA	chr3	101676444	+	43	15	0.71802324	0.3488372093023256	3.071687117803809e-05	0.1100003977355588	1.6650451866089313	0.007940294300398328
XM_017008380.2	AP1AR	mRNA	chr4	112232275	+	43	15	0.7549419	0.3488372093023256	3.071687117803809e-05	0.1100003977355588	1.6650451866089313	0.007940294300398328
XM_017005784.3	CNTN4	mRNA	chr3	2099680	+	43	15	0.78140694	0.3488372093023256	3.071687117803809e-05	0.1100003977355588	1.6650451866089313	0.007940294300398328
XM_017001928.3	MIER1	mRNA	chr1	66925332	+	58	18	0.77947414	0.3103448275862069	3.170696302547942e-05	0.1100003977355588	1.4963633525302091	0.007940294300398328
NM_001291951.3	GUCY1B1	mRNA	chr4	155759020	+	48	16	0.74746877	0.3333333333333333	3.219600979723316e-05	0.1100003977355588	1.5994568451737137	0.007940294300398328
XM_006712938.2	CHL1	mRNA	chr3	197306	+	48	16	0.7280521	0.3333333333333333	3.219600979723316e-05	0.1100003977355588	1.5994568451737137	0.007940294300398328
NM_001059.3	TACR3	mRNA	chr4	103719984	-	34	13	0.7318235	0.38235294117647056	3.385326719694557e-05	0.1100003977355588	1.7973962222307398	0.008332926276834284
XM_005253114.5	MPPED2	mRNA	chr11	30586352	-	39	14	0.7971411	0.358974358974359	3.8930562201827635e-05	0.1100003977355588	1.7063720487810767	0.009447333225827331
NM_032136.5	TKTL2	mRNA	chr4	163473753	-	39	14	0.8173718	0.358974358974359	3.8930562201827635e-05	0.1100003977355588	1.7063720487810767	0.009447333225827331
XM_017006550.2	ZNF639	mRNA	chr3	179323504	+	39	14	0.7477436	0.358974358974359	3.8930562201827635e-05	0.1100003977355588	1.7063720487810767	0.009447333225827331
NM_001320321.2	TMTC2	mRNA	chr12	82686905	+	30	12	0.77718335	0.4	4.000757156634849e-05	0.1100003977355588	1.8624912502861601	0.009447333225827331
XM_017002273.3	EVI5	mRNA	chr1	92785107	-	30	12	0.75668335	0.4	4.000757156634849e-05	0.1100003977355588	1.8624912502861601	0.009447333225827331
NM_001130689.1	HMGB2	mRNA	chr4	173333768	-	30	12	0.7556166	0.4	4.000757156634849e-05	0.1100003977355588	1.8624912502861601	0.009447333225827331
NM_018086.4	FIGN	mRNA	chr2	163736007	-	59	18	0.74366945	0.3050847457627119	4.094868843848016e-05	0.1100003977355588	1.47170129837609	0.00963395192763219
NM_001286216.2	GTPBP2	mRNA	chr6	43627340	-	44	15	0.8322727	0.3409090909090909	4.1870543845331376e-05	0.1100003977355588	1.6318783227699116	0.009759384736456074
NM_032847.3	C8orf76	mRNA	chr8	123241376	-	44	15	0.76402277	0.3409090909090909	4.1870543845331376e-05	0.1100003977355588	1.6318783227699116	0.009759384736456074
NM_001901.4	CCN2	mRNA	chr6	131951371	-	54	17	0.78125	0.3148148148148148	4.249620827708556e-05	0.1100003977355588	1.5169946852363343	0.009759384736456074
NM_001395482.1	PRPF40A	mRNA	chr2	152717460	-	49	16	0.7399694	0.32653061224489793	4.2933317327365845e-05	0.1100003977355588	1.56970950186983	0.009759384736456074
XM_024454378.2	TMEM161B	mRNA	chr5	88268844	-	35	13	0.7343714	0.37142857142857144	4.843342568744941e-05	0.1100003977355588	1.7555760466470898	0.010686387849736356
NM_001193461.2	MSRB3	mRNA	chr12	65278956	+	35	13	0.8392714	0.37142857142857144	4.843342568744941e-05	0.1100003977355588	1.7555760466470898	0.010686387849736356
NM_021249.5	SNX6	mRNA	chr14	34630147	-	40	14	0.82281244	0.35	5.3835852428785424e-05	0.1100003977355588	1.6698461728590124	0.011283773647951526
XM_011511376.2	INO80D	mRNA	chr2	206085123	-	40	14	0.79074997	0.35	5.3835852428785424e-05	0.1100003977355588	1.6698461728590124	0.011283773647951526
NM_001256891.2	SRI	mRNA	chr7	88220037	-	40	14	0.8126	0.35	5.3835852428785424e-05	0.1100003977355588	1.6698461728590124	0.011283773647951526
XM_047449492.1	SPRY1	mRNA	chr4	123398521	+	40	14	0.73025	0.35	5.3835852428785424e-05	0.1100003977355588	1.6698461728590124	0.011283773647951526
XM_011542970.3	TYR	mRNA	chr11	89177874	+	40	14	0.8177125	0.35	5.3835852428785424e-05	0.1100003977355588	1.6698461728590124	0.011283773647951526
XM_011511370.3	INO80D	mRNA	chr2	206085186	-	40	14	0.787525	0.35	5.3835852428785424e-05	0.1100003977355588	1.6698461728590124	0.011283773647951526
NM_001386881.1	SLCO1A2	mRNA	chr12	21419633	-	55	17	0.8293272	0.3090909090909091	5.5222245181814705e-05	0.1100003977355588	1.4905224739600076	0.011283773647951526
NM_015384.5	NIPBL	mRNA	chr5	36876768	+	55	17	0.81704545	0.3090909090909091	5.5222245181814705e-05	0.1100003977355588	1.4905224739600076	0.011283773647951526
XM_011543209.2	FAM81B	mRNA	chr5	95406286	+	55	17	0.8104273	0.3090909090909091	5.5222245181814705e-05	0.1100003977355588	1.4905224739600076	0.011283773647951526
NM_001320451.2	RPL22L1	mRNA	chr3	170870194	-	55	17	0.8497182	0.3090909090909091	5.5222245181814705e-05	0.1100003977355588	1.4905224739600076	0.011283773647951526
NM_001206839.2	PTPRZ1	mRNA	chr7	121873160	+	45	15	0.7671667	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
XM_011537889.2	CCDC38	mRNA	chr12	95942613	-	45	15	0.81320006	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
NM_001105209.3	LAMA4	mRNA	chr6	112254566	-	45	15	0.87695557	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
NM_001037164.3	ARL4A	mRNA	chr7	12686902	+	45	15	0.73848885	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
NM_014043.4	CHMP2B	mRNA	chr3	87227308	+	45	15	0.77172226	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
NM_001366095.1	ZNF654	mRNA	chr3	88059254	+	45	15	0.76602226	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
XM_047415963.1	PRKG2	mRNA	chr4	81214971	-	45	15	0.7286778	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
NM_001077358.2	PDE11A	mRNA	chr2	177922836	-	45	15	0.83626664	0.3333333333333333	5.642979806059366e-05	0.1100003977355588	1.5994568451737137	0.011283773647951526
XM_017005570.2	CHL1	mRNA	chr3	197888	+	50	16	0.74063003	0.32	5.670548709587307e-05	0.1100003977355588	1.5405631563004822	0.011283773647951526
XM_017019378.2	PAWR	mRNA	chr12	79690963	-	50	16	0.76207	0.32	5.670548709587307e-05	0.1100003977355588	1.5405631563004822	0.011283773647951526
XM_047419652.1	LOC124901482	mRNA	chr6	20402771	-	50	16	0.74859	0.32	5.670548709587307e-05	0.1100003977355588	1.5405631563004822	0.011283773647951526
NM_001378202.1	ROBO2	mRNA	chr3	77040098	+	36	13	0.68625	0.3611111111111111	6.81800228184291e-05	0.1100003977355588	1.7149340622607203	0.01322133350392198
XM_047417019.1	WWC1	mRNA	chr5	168292705	+	36	13	0.7629167	0.3611111111111111	6.81800228184291e-05	0.1100003977355588	1.7149340622607203	0.01322133350392198
NM_181646.5	ZNF804B	mRNA	chr7	88759699	+	36	13	0.7615972	0.3611111111111111	6.81800228184291e-05	0.1100003977355588	1.7149340622607203	0.01322133350392198
NM_014926.4	SLITRK3	mRNA	chr3	165196870	-	36	13	0.6933889	0.3611111111111111	6.81800228184291e-05	0.1100003977355588	1.7149340622607203	0.01322133350392198
NM_001323977.1	SLC16A9	mRNA	chr10	59710078	-	27	11	0.69762963	0.4074074074074074	6.86896221488639e-05	0.1100003977355588	1.888963461581774	0.01322133350392198
XM_005273504.4	ASAH1	mRNA	chr8	18084106	-	56	17	0.7877679	0.30357142857142855	7.119504590229245e-05	0.1100003977355588	1.4645272655119272	0.01322133350392198
XM_017010641.2	CD2AP	mRNA	chr6	47477788	+	56	17	0.7269107	0.30357142857142855	7.119504590229245e-05	0.1100003977355588	1.4645272655119272	0.01322133350392198
XM_047415889.1	BBS7	mRNA	chr4	121870473	-	41	14	0.7560854	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
NM_001320708.2	PKN2	mRNA	chr1	88684272	+	41	14	0.80132926	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
NM_198718.2	PTGER3	mRNA	chr1	71047815	-	41	14	0.7460366	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
XM_047418625.1	FBXL4	mRNA	chr6	98947601	-	41	14	0.81769514	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
XM_024454103.2	TET2	mRNA	chr4	105145874	+	41	14	0.83264637	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
NM_001752.4	CAT	mRNA	chr11	34438933	+	41	14	0.77432925	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
NM_178565.5	RSPO2	mRNA	chr8	108083619	-	41	14	0.7502683	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
NM_001177599.2	SUCLG2	mRNA	chr3	67654611	-	41	14	0.8095365	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
XM_011511658.4	NBEAL1	mRNA	chr2	203014607	+	41	14	0.82818294	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
XM_047444568.1	ORC2	mRNA	chr2	200963252	-	41	14	0.7779024	0.34146341463414637	7.348874483416098e-05	0.1100003977355588	1.634222263231341	0.01322133350392198
NM_001257965.2	CRB1	mRNA	chr1	197201503	+	51	16	0.7954902	0.3137254901960784	7.421580940485848e-05	0.1100003977355588	1.5119940041938797	0.01322133350392198
NM_001256461.2	SLC12A2	mRNA	chr5	128083765	+	51	16	0.74801964	0.3137254901960784	7.421580940485848e-05	0.1100003977355588	1.5119940041938797	0.01322133350392198
XM_047447934.1	NECTIN3	mRNA	chr3	111072481	+	51	16	0.80575484	0.3137254901960784	7.421580940485848e-05	0.1100003977355588	1.5119940041938797	0.01322133350392198
